ACAO,CORPO,MENTE,VIDA,LIBERDADE,PROPOSITO
Caminhar no parque à tarde e cumprimentar as árvores mentalmente,7,9,8,7,8
Derrubar o celular no chão, ver que não quebrou e chutar ele sem querer depois (Falta de coordenação),3,3,4,5,3
Deixar o filho de 5 anos dirigir o carro no colo "só na rua de trás" (Perigo fatal),1,1,1,3,1
Ensinar o filho sobre as regras de trânsito sentados no banco de trás com o carro parado,7,9,9,6,9
Recusar provar comida apimentada dizendo que "vai morrer",3,3,3,4,3
Comer bolo de chocolate inteiro numa noite triste e acordar com o rosto inchado e culpa,2,2,3,4,2
Permitir-se comer uma fatia de bolo com consciência e buscar a raiz da tristeza na terapia,7,10,8,7,9
Usar a mesma toalha de banho por 3 semanas seguidas,3,3,3,4,3
Fazer um curso de "Como ficar rico em 7 dias", perder dinheiro e brigar com quem duvidou,2,1,2,4,2
Investir em educação financeira realista, ler livros clássicos de economia e poupar mensalmente,7,10,9,8,9
Mandar mensagem para o rádio local pedindo música só pra ouvir o próprio nome,6,7,6,6,6
Cantar no karaokê com os olhos fechados e afastar todos do bar,5,6,6,6,5
Limpar o cache do navegador para esconder presentes surpresas que estava pesquisando,6,7,6,6,6
Usar o carro para ir até a padaria que fica a 100 metros de casa,3,3,3,4,3
Colocar sal na comida antes de provar (Hábito cego),2,2,3,4,2
Provar a comida primeiro, apreciar os temperos reais e adicionar sal só se precisar,7,8,7,6,7
Esconder doces no fundo do armário do escritório para ninguém pedir,4,4,4,5,4
Levar uma caixa de bombom extra para deixar na copa e alegrar o dia da equipe,7,9,9,6,9
Chamar a atenção da criança gritando no supermercado,2,1,1,4,1
Bater no liquidificador tomate vencido achando que o fogo "mata tudo",2,2,2,4,2
Jogar fora o alimento estragado protegendo a própria saúde gástrica,7,8,6,6,7
Ir ao museu apenas para tirar foto no espelho do banheiro (Desperdício de cultura),3,3,3,4,3
Gastar tempo nas exposições do museu expandindo os horizontes e a imaginação,7,10,9,7,9
Comer a batata frita do lanche alheio e dizer que "só ia provar",3,2,2,4,2
Comprar um capacete de 3 mil reais para andar de bike uma vez por ano,4,4,4,5,4
Usar calça jeans molhada e pegar fungo na pele porque tinha pressa de sair,1,2,2,4,1
Esperar a roupa secar adequadamente cuidando do próprio corpo,7,8,7,6,7
Tirar 50 fotos iguais do cachorro dormindo ocupando o celular inteiro,5,6,6,6,5
Mandar áudio de 6 minutos chorando pelo time que perdeu o campeonato,4,4,4,5,4
Entender que o esporte é entretenimento e voltar à vida real sem sofrimento excessivo,7,9,8,7,8
Dar desculpa que "está doente" para não ir ao aniversário da prima de 2 anos,3,2,3,4,3
Ir ao aniversário, comer brigadeiro e criar memórias afetivas com a criança,7,9,9,6,9
Passar 4 horas assistindo tutoriais de pintura e não pintar um único quadro,4,4,4,5,4
Comprar tintas baratas e pintar a primeira tela com liberdade e sem cobrança,7,10,8,8,9
Gritar e buzinar no trânsito engarrafado (Não faz o carro da frente voar),2,1,2,4,1
Aproveitar o engarrafamento para ouvir um podcast novo ou pensar na vida com calma,7,9,8,7,8
Zombar de quem faz meditação dizendo que é "para quem não tem o que fazer",2,1,1,4,1
Acumular caixas de papelão da Amazon formando um castelo de lixo no escritório,3,3,3,4,3
Descartar o papelão corretamente liberando espaço físico e energia no ambiente de trabalho,7,8,7,6,7
Usar o mesmo filtro de café três vezes para "economizar" e tomar chá de poeira preta,2,2,3,4,2
Fazer um café novo, sentindo o aroma e valorizando o pequeno prazer da manhã,8,9,8,7,8
Tentar consertar a televisão dando batidinhas nela como se estivéssemos em 1990,4,4,4,5,4
Comprar pão francês e apertar todos na prateleira para ver qual está macio,1,1,1,3,1
Pegar o pão de baixo discretamente sem apertar e estragar a mercadoria do padeiro,6,8,7,6,7
Esquecer onde estacionou o carro e apertar o alarme igual bobo no shopping inteiro,4,4,4,5,4
Tirar uma foto ou anotar a letra do pilar do estacionamento do shopping,6,8,7,6,7
Limpar as orelhas com a tampa da caneta BIC,2,2,3,4,2
Passar manteiga na bolacha e molhar no café (Sabor de infância sem frescura),7,8,7,6,7
Morder a caneta emprestada e devolver babada para o colega de trabalho,1,1,2,4,1
Ouvir rádio na frequência estática tentando dormir,6,8,6,6,7
Engolir a semente do mamão com preguiça de cuspir,4,4,4,5,4
Fugir do karaokê por ter medo do julgamento alheio (Timidez paralisante),3,3,4,5,3
Cantar "Evidências" abraçado com estranhos no karaokê libertando a voz e a alma,8,9,9,7,9
Usar toalha de rosto para secar a pia e jogar de volta no toalheiro,2,2,3,4,2
Andar de metrô, tropeçar na entrada, rir sozinho e seguir viagem feliz,6,9,8,6,8
Limpar o piso com amônia e água sanitária,1,1,1,4,1
Escrever "Eu te amo" no vidro embaçado do box do banheiro para o marido ler,7,9,9,6,9
Colocar 4 colheres de açúcar no café e achar que está tomando café forte,2,3,3,4,2
Deixar as luzes acesas o dia todo porque estava nublado e esqueceu de apagar,3,3,3,4,3
Tirar o sapato apertado debaixo da mesa no restaurante chique e torcer pro garçom não ver,4,4,4,5,4
Recusar provar vinho doce dizendo que é "suco estragado" por pura arrogância,3,2,2,4,2
Comer pastel de feira e deixar o caldo pingar na camisa branca nova,4,4,4,5,4
Dizer "Eu te avisei" com tom de professor depois que o amigo cometeu um pequeno erro,2,1,1,4,1
Ajudar o amigo a limpar a sujeira ou consertar o erro sem ficar relembrando,7,9,9,6,9
Passar a responsabilidade de um erro para o colega que acabou de entrar na empresa,1,1,1,3,1
Assumir o próprio erro no trabalho, pedir desculpas e sugerir uma solução rápida,7,9,9,6,9
Deixar a luz do banheiro acesa de propósito à noite toda porque tem medo do escuro,3,3,3,4,3
Comprar uma luz de tomada (luz guia) para economizar energia e manter a sensação de segurança,6,8,7,6,7
Usar o notebook no colo até a perna ficar vermelha de calor (Risco de queimadura leve),3,3,4,5,3
Comprar um suporte para notebook garantindo a saúde das pernas e do aparelho,7,8,7,6,7
Limpar o cache do WhatsApp apagando todas as fotos da família para liberar espaço (Arrependimento),3,2,3,4,3
Fazer backup regular das fotos importantes na nuvem antes de limpar a memória do celular,7,8,8,7,8
Dormir com a janela aberta sem tela de proteção e acordar coberto de picadas de mosquito,2,2,3,4,2
Colocar uma tela mosquiteira na janela para poder dormir com ar fresco e sem picadas,7,8,8,6,8
Entrar no grupo da família só para mandar corrente de "bom dia" que trava o celular do avô,3,3,3,4,3
Mandar uma foto sua com um sorriso sincero e um "bom dia, avô, estou com saudades",8,10,10,6,10
Criticar a dieta vegetariana do amigo dizendo que "planta sente dor",2,1,1,4,1
Respeitar a escolha do amigo e perguntar genuinamente como ele se sente com a nova dieta,7,9,9,7,9
Jogar lixo pela janela do carro dizendo que "dá emprego pro gari",1,1,1,3,1
Guardar o lixo no carro até chegar em casa ou num posto de gasolina (Consciência cívica básica),7,8,8,6,8
Acumular 50 pares de meias furadas porque tem preguiça de jogar fora e comprar novas,3,3,3,4,3
Comprar meias novas, confortáveis, e descartar as velhas (Renovação simples),7,8,7,6,7
Tirar foto da comida do restaurante, a luz do flash piscar na cara da mesa do lado e não pedir desculpa,3,2,2,4,2
Tirar a foto sem flash, respeitando o ambiente e as pessoas ao redor,6,8,8,6,7
Andar no corredor do escritório arrastando o pé e suspirando alto para mostrar que está cansado,3,2,3,4,3
Terminar o expediente, ir para casa descansar e recarregar as energias para o dia seguinte,7,9,8,7,8
Dizer "isso é frescura" quando alguém reclama de crise de ansiedade,1,1,1,4,1
Oferecer um copo d'água e se dispor a ouvir ou apenas fazer companhia em silêncio durante a crise,7,10,10,6,10
Esconder o papel higiênico no banheiro público para a próxima pessoa não conseguir usar,1,1,1,3,1
Avisar o funcionário da limpeza que o papel higiênico acabou (Gentileza com o próximo),6,8,8,6,8
Fazer 30 flexões de uma vez sem aquecer, machucar o ombro e nunca mais treinar,2,2,3,4,2
Aquecer os músculos, fazer 10 flexões bem feitas e evoluir aos poucos (Consistência),8,9,8,7,9
Ouvir música triste no repeat depois do término do namoro para chorar mais ainda (Catarse),5,6,6,5,6
Entender que a tristeza precisa ser vivida, mas decidir levantar e tomar um banho depois de chorar,7,9,8,7,9
Ler 5 livros de autoajuda e continuar tratando o garçom mal,2,1,1,4,1
Ler um único livro sobre empatia e tratar todas as pessoas com respeito e dignidade,8,10,10,8,10
Pagar um curso caro de "mindfulness" e passar a aula toda mexendo no celular,2,2,3,4,2
Desligar o celular e tentar fazer o exercício de respiração focado por 10 minutos diários,8,9,8,7,9
Zombar da roupa de quem está na academia dizendo que é "brega",1,1,1,4,1
Focar no próprio exercício e não julgar os outros, já que o importante é estar lá treinando,8,9,8,7,9
Mandar mensagem marcando um encontro de negócios e não aparecer, nem avisar (Falta de profissionalismo),2,1,2,4,2
Mandar uma mensagem com antecedência se surgir um imprevisto (Profissionalismo),7,9,9,7,9
Colocar o prato na geladeira destampado e deixar a água com gosto de alho no dia seguinte,3,3,3,4,3
Tampar os potes na geladeira organizando os aromas e mantendo a higiene dos alimentos,7,8,7,6,7
Atravessar a rua fora da faixa, tropeçar e cair na frente dos carros (Perigo),1,1,1,3,1
Caminhar até a faixa, atravessar em segurança e seguir a vida tranquilo,7,8,8,6,8
Fingir que não viu o e-mail do chefe na sexta-feira à tarde e ir embora (Ansiedade pro fim de semana),4,4,4,5,4
Responder o e-mail rapidamente dizendo: "Recebido, tratarei desse assunto na segunda pela manhã",7,9,8,7,8
Derrubar café na mesa do colega e fingir que foi a mulher da limpeza,1,1,1,3,1
Limpar o café e deixar um bilhete pedindo desculpas sinceras,6,8,8,6,8
Mastigar chiclete e colar embaixo da mesa da praça de alimentação (Porquice extrema),1,1,1,3,1
Jogar o chiclete no lixo reciclável (se disponível) ou lixo comum envolto no papel,7,8,8,6,8
Mentir na terapia que "a semana foi ótima" quando chorou todos os dias,2,1,2,4,2
Ser honesto com o terapeuta e mostrar a dor para poder tratá-la,7,10,9,8,9
Ir no cinema com um grupo de amigos e ficar falando alto durante as cenas dramáticas,2,1,1,4,1
Aproveitar o filme em silêncio e guardar as piadas para o chope depois do cinema,6,8,8,6,8
Usar a toalha de banho esquecida debaixo da cama do cachorro (Falta de higiene),2,2,3,4,2
Lavar a toalha e os pertences do pet com regularidade para manter o ambiente saudável,7,8,7,6,7
Copiar texto do Wikipedia para entregar como artigo acadêmico (Preguiça e desonestidade),1,1,2,4,1
Usar o Wikipedia como pesquisa inicial e ler as fontes originais para escrever seu próprio texto,7,9,9,7,9
Reclamar do preço do presente de casamento da lista dos noivos e comprar uma saboneteira no mercado livre,3,2,3,4,2
Comprar um presente simples, mas com significado, e escrever um cartão verdadeiro aos noivos,7,9,9,6,9
Tirar a cutícula no salão até sangrar só para o esmalte "durar mais",2,2,3,4,2
Pedir para a manicure apenas empurrar a cutícula e hidratar, cuidando da saúde da unha,7,8,7,6,7
Mentir a idade do filho no restaurante para ele não pagar rodízio de pizza (Pequena corrupção),2,1,1,4,1
Assumir a idade real do filho e pagar o valor correto ensinando integridade para a criança,7,9,9,6,9
Abaixar a cabeça na reunião quando fazem uma pergunta difícil, torcendo para ninguém olhar para você,3,2,3,4,2
Dizer "Eu não tenho a resposta agora, mas posso pesquisar e trazer na próxima reunião",7,10,9,7,9
Usar a mesma blusa de frio por 2 meses sem lavar "porque é frio e não suou",3,3,4,5,3
Lavar o casaco de frio periodicamente para retirar poeira e ácaros, preservando a saúde respiratória,7,8,7,6,7
Postar indireta pro ex no Instagram achando que ele vai sentir ciúmes,2,1,2,4,2
Focar na própria recuperação emocional e viver experiências reais sem depender da aprovação do ex,8,10,9,8,10
Criticar quem vai ao psiquiatra chamando de "coisa de louco",1,1,1,4,1
Apoiar quem busca tratamento psiquiátrico, entendendo que cuidar do cérebro é igual a cuidar do coração,8,10,10,7,10
Mandar um áudio de 10 minutos para dizer apenas "sim, confirmo",2,2,3,4,2
Mandar uma mensagem de texto simples e direta, respeitando o tempo da outra pessoa,6,8,8,6,8
Recusar se levantar no metrô porque "pagou a passagem igual a idosa",1,1,1,4,1
Ceder o lugar com gentileza, sabendo que a civilidade não tem preço de tarifa,7,9,9,6,9
Comer o último pedaço da pizza sem perguntar se alguém mais queria,3,2,2,4,2
Oferecer o último pedaço de pizza na mesa, e se todos recusarem, comer feliz,6,8,8,6,8
Comprar uma esteira ergométrica e usá-la como cabideiro de roupas por 3 anos,3,3,4,5,3
Vender a esteira cabideiro para liberar espaço e caminhar no parque de graça,7,8,7,6,7
Tentar abrir uma garrafa de vinho com um sapato e quebrar a garrafa na parede,2,2,3,4,2
Comprar um saca-rolhas decente e abrir a garrafa com tranquilidade e elegância,6,8,7,6,7
Gritar "Aleluia" no meio do supermercado quando encontra o papel higiênico em promoção,5,6,6,5,5
Agradecer mentalmente pela promoção e levar a quantidade necessária para casa,6,8,7,6,7
Fazer cafuné no marido até ele dormir e então ligar o videogame para jogar até as 4h da manhã,6,7,6,7,6
Mandar mensagem terminando o namoro no dia do aniversário da pessoa (Crueldade),1,1,2,4,1
Esperar passar a data especial ou ter uma conversa madura pessoalmente, respeitando a história,6,10,9,8,9
Morder um pedaço de pão velho duro e quebrar um dente por pura teimosia de não jogar fora,2,2,3,4,2
Umedecer o pão velho para fazer pudim ou rabanada, aproveitando o alimento com sabedoria,7,8,7,6,7
Esconder os defeitos do produto que está vendendo na OLX para enganar o comprador,1,1,1,3,1
Ser transparente no anúncio, baixar o preço devido aos defeitos e vender com honestidade,7,9,8,7,8
Acender cigarro no elevador fechado e achar que as pessoas não vão se importar,1,1,1,4,1
Respeitar as leis antitabagismo e fumar apenas em locais abertos e permitidos,6,8,8,6,8
Limpar a lente da câmera do celular antes de tirar foto do bebê sorrindo,6,7,6,6,6
Andar de carro com o pneu furado até a roda amassar e estragar tudo,2,2,3,4,2
Parar o carro em segurança assim que notar o pneu furado e chamar o seguro ou trocar,7,8,8,6,8
Recusar um jantar com os amigos porque tem medo de gastar dinheiro e ficar em casa comendo miojo,3,2,3,4,3
Ir ao jantar, pedir um prato econômico e aproveitar a companhia sem comprometer o orçamento,7,9,8,7,8
Dormir na cadeira do dentista enquanto ele faz a limpeza de tártaro (Paz interior absurda),6,8,7,6,7
Gritar de alegria ao ver que choveu no dia da prova de corrida e não precisar ir,4,4,4,5,4
Enfrentar a chuva leve e fazer a corrida, sentindo o orgulho de superar um obstáculo,8,9,8,7,9
Usar o carro para buscar pão na padaria que fica a uma quadra de casa,3,3,3,4,3
Caminhar até a padaria sentindo a brisa e cumprimentando os vizinhos,7,8,7,6,7
Comprar um cachorro de raça caríssimo e deixar ele amarrado no fundo do quintal,1,1,1,3,1
Adotar um cãozinho de rua e dar a ele amor, carinho e espaço para correr na casa,7,9,9,6,9
Tentar consertar a televisão dando batidinhas na lateral dela como nos anos 80,4,4,4,5,4
Limpar a parede suja com borracha escolar branca para tirar manchas de lápis (Truque eficaz),6,7,6,6,6
Esquecer onde parou o carro e apertar o botão da chave para o alarme tocar no estacionamento inteiro,4,4,4,5,4
